listing_id,review_id,date,comments
647314,30631760,2015-04-25T00:00:00.000Z,"We never got to actually meet Mallika but her flat was clean and beautiful. She gave very good instructions on how to get to her home from central station. She is located in a nice area of Soldermalm and is close to many shops and cafes. I highly recommend Mallika's home to others."
145320,343687167,2018-11-01T00:00:00.000Z,"Kim is a wonderful host, and welcomes you into her home.  It is also very central to whatever you might want to do in Stockholm.  We really enjoyed our stay!"
299154,42519798,2015-08-14T00:00:00.000Z,Very well located in beautiful Södermalm. For our 4-headed family it was very small though - especially since we had a lot of luggage. Good luck the weather was nice so we could use the balcony and spend most of the time outside. Sleeping on bed and sofa was very comfortable and the kids loved the huge TV! ;)
283446,33156976,2015-05-25T00:00:00.000Z,"My friend and I stayed for three days at Vidhatri’s house and had a fantastic time. Vidhatri and her husband, Bala, are lovely warm people :) They helped us from the start before we came to Sweden, advising us on which tickets to buy at the airport and directions.
 
On arrival we were given homemade pancakes and waffles, and each morning we were given delicious homemade food at whatever time we woke up. We especially loved our Indian breakfast! Their daughter helped us decide which places to visit, and we were made to feel so welcome it felt like home.

The room is large and spacious – definitely big enough for two people – and the bed is so comfortable! Metro is a 2 minute walk away, and the all night metros at the weekend made this a convenient place close to the centre, but also quiet enough to get a good night’s sleep. The room is exactly as the description says. 

Thank you so much for having us! We loved Sweden and hope to see you again soon. Would definitely stay here again and recommend."
543045,30917279,2015-04-28T00:00:00.000Z,The reservation was canceled 29 days before arrival. This is an automated posting.
242188,132010277,2017-02-15T00:00:00.000Z,I was in Stockholm for a conference and some sightseeing and Lidia's place was perfect for this.  Lidia was a fantastic host and communication was excellent.
164448,198431917,2017-09-29T00:00:00.000Z,Li is a great host. If I ever go to Stockholm again I know where I will stay.
338470,1184445,2012-04-26T00:00:00.000Z,"Gustaf's place was in prime location for my trip to sweden's capital.   centrally located, beautiful neighborhood, short little walk from the water, 4 minute walk to the metro, 2 stops away from Tcentral, big windows, comfy bed, and so much more.  location wise, this place was a gem to stay at.  Thanks again Gustaf."
155685,1325209,2012-05-22T00:00:00.000Z,"What a wonderful place! This apartment is located directly on the water with a perfect bakery and restaurant directly in the house. A park, grocery store and many nice cafes and bars within minutes of walk... no need to go downtown ;) seriously: this place has good karma, a very helpful host and public transportation within 3 minutes of walk."
608672,63135537,2016-02-20T00:00:00.000Z,We had an awesome stay for three days in Karl's little apartment. It's small but very cozy and situated perfectly. We really enjoyed our stay.
700113,193412640,2017-09-13T00:00:00.000Z,Beautiful place. Very secure and organised. The host is cooperative and stayed in touch even with late evening checkin. Plenty of good restaurants at walkable distance. Recommended for sure.
1244657,206184220,2017-10-24T00:00:00.000Z,"I loved this place inside out. 
Central, very clean, amazing host and extremely friendly environment. 
I felt very comfortable and at home. 
Nic and Usha have a great taste with every touch in this apartment. 
Usha is a welcoming warm person. 
Haven't met Nic as he was in Berlin but I can tell he's a lovely person. 
The bedroom is spacious, very clean and warm enough. 
The bathroom is very clean too. 
The apartment is in a very central area, its between the old city and Sodermalm center with great access to all sorts of public transportation. 
Thank u Nic & Usha and hope to see you again soon."
164448,267885931,2018-05-23T00:00:00.000Z,"Li was a spectacular host. She sat down and gave us a wonderful overview of the city and the \"must sees\". The space is large and bright, with lots of amenities. It's very close to trains, but a nice 30 min walk to Old Towne."
873383,138239071,2017-03-19T00:00:00.000Z,"Isabelle is a lovely host and a nice person! I felt very welcomed and comfortable with her and her amazing cats :) The location is great, close to the tube and in a calm area. The home has everything you need and it's also creative and inspiring. Would stay there again!"
1128990,510550064,2019-08-16T00:00:00.000Z,"Great location and good value. Sense that we were very much in someone else’s place which we haven’t done much before. Felt important to keep to the guidelines. Note single beds, may not suit a couple."
900043,53545168,2015-11-09T00:00:00.000Z,"We never met Annelie but she left us the key under the mat and left us very clear instructions on how to find the building and get into the apartment. The main room was as described although there was not a sitting table by the kitchen as it appears to be in the picture. Everything is pretty much in the same room, beds and the sitting table. The apartment was perfect though for us two, and the location was  excellent! Close to supermarkets, bars and a 2 minute walk from the subway station. I would definitely recommend!"
536283,324887271,2018-09-18T00:00:00.000Z,"Paolo's place is very centrally located! A nice place and quick, responsive host. Thanks!"
536691,19185965,2014-09-08T00:00:00.000Z,"Lovely place in a central area of Stockholm. The home is perfect for two people; you can drink a cup of coffee on the balcony, the house has a bath, which is nice and the place is quit spacious. I would like to come back here."
299154,91961786,2016-08-07T00:00:00.000Z,tres chouette logement dans un quartier vivant de stockholm. localisation indeale et hote tres a l ecoute. merci daniel pour ce tres chouette sejour.
581243,34650128,2015-06-10T00:00:00.000Z,Beautiful home.  Great hosts.  Excellent location.  And I didn't even know when they were home!
