listing_id,review_id,date,comments
954832,65840834,2016-03-17T00:00:00.000Z,"房源和照片上看起來一樣,非常舒適,有我們所需要的一切｡地理位置上靠近地鐵站､超市,生活機能很棒,離中心也近｡房東 Mikael 非常友善,提供了我們許多生活上､景點參訪上的建議｡
非常推薦!"
871262,460018600,2019-05-28T00:00:00.000Z,"Lotta is efficient and will answer any questions you may have with detail and care. 

This is a shared apartment with the host. I stayed in a private room, with my own toilet/sink. Bath/shower is shared with host.
It's on the 5th floor in a quiet residential street. It's a lovely part of Stockholm, with a few cafes around. 

Bathroom and bedroom are clean and good condition."
1205051,5150115,2013-06-15T00:00:00.000Z,Thank you for the beautiful days in Stockholm and the stay at your apartment. The apartment is super centrally located. The stay was much appreciated. The apartment is clean and pure.
170651,88177487,2016-07-23T00:00:00.000Z,"Wir hatten auch Dank Maries kleiner, liebevoll eingerichteten, süßen Wohnung samt zuckersüßem Grisen (Kater) einen traumhaften Aufenthalt in Stockholm. Sommer pur, somit konnten wir auch den Balkon voll ausnutzen, was eine echte Bereicherung für die Wohnung ist! Die Lage ist klasse, Strand, Restaurants, Supermarkt und öffentliche Verkehrsmittel (inkl. Flughafenbus nach Arlanda) sind nur 5 Min. entfernt, perfekt! Wir konnten Marie leider nicht persönlich kennenlernen, aber die Kommunikation mit ihr im Vorfeld war super und sie hat alles für uns hergerichtet und eine nette \"Anleitung\" verfasst, so dass wir keine weitere Hilfe benötigt haben (wäre aber durch ihre Schwester in der Nähe möglich gewesen!). Wir würden auf jeden Fall wiederkommen und vermissen Grisen bereits sehr!!"
206221,458457533,2019-05-26T00:00:00.000Z,"Elisabeth is a perfect host, friendly and efficient, and can provide you with lots of tips about the city. A real home away from home! And a delicious breakfast too. Great location and great lady. Perfect!"
974175,61038440,2016-01-31T00:00:00.000Z,"Jesper and Sofie have a lovely apartment, in a great area, and it was a joy staying there."
873383,216273769,2017-12-03T00:00:00.000Z,"Very nice place, very interesting living room a lot to look at. Lovely cat."
1244657,142420805,2017-04-08T00:00:00.000Z,It is a really nice apartment with wonderful. Apartment is in a perfect place. So it should be your choice to stay in Stockholm!
916806,313861407,2018-08-26T00:00:00.000Z,"The place is very nice! Has all the facilities that you need during your stay! The view is amazing! The metro station is about 15 min walking, and takes about 30 min to go to the center with the metro. So you must have the metro ticket! Me and my family enjoyed a lot!"
1182616,215874360,2017-12-02T00:00:00.000Z,"Everything was pretty great! Easy and fast communication, flexible check-in and check-out, overall a very nice place to stay in Stockholm!"
