listing_id,review_id,date,comments
1212891,13955735,2014-06-09T00:00:00.000Z,nice hoste with the cats~~~~ bon quartier!
575371,94550505,2016-08-16T00:00:00.000Z,"Das Zimmer war genau wie beschrieben, die Couch reicht allemal für 2 Personen und das eigene Bad bietet super Komfort. Tomas und seine Familie sind super freundliche Gastgeber. Uns haben sie den ein oder anderen Tipp gegeben, wir hatten aber auch unsere Ruhe und Privatsphäre. Die Lage der Wohnung ist spitze, viele Cafés in der Nähe sind gut zu Fuß zu erreichen und man ist innerhalb weniger Minuten in der Altstadt.
Alles in allem ein super Aufenthalt in Stockholm! Vielen Dank Tomas!"
1124388,22138842,2014-10-31T00:00:00.000Z,"It was a really nice stay in Stockholm in Carl's apartment, really warm and cosy place with a lot interesting books and great vinyls. Comfortable, we felt like home when we were back from town."
819676,125694472,2017-01-07T00:00:00.000Z,"Nice room. Better in real life than  it looks on the pictures. The room and the private bathroom are quite isolated from the main part of the flat, so it's almost like if you had an entire flat, but on the other hand you can easily reach for the hosts if wanted/needed."
1054406,286354611,2018-07-06T00:00:00.000Z,"Really nice place, big rooms. We stayed here with two small kids and they have enough space to play."
343925,7696534,2013-09-30T00:00:00.000Z,Annika was very friendly and hospitable. We enjoyed that the place was close to the subway. We were able to find everything we needed. It was the perfect place to rent for a couple on a weekend. Annika even kindly accommodated an extra guest at the last minute. I would definitely stay with her again.
700113,40402136,2015-07-30T00:00:00.000Z,Ilona is a great host and her apartment is conveniently located. I would recommend her without any reservations!
164448,172833859,2017-07-22T00:00:00.000Z,Li went above and beyond expectations of a host. The space is lovely. It was nice to be near restaurants but away from all the tourist. Her apartment is located right on the major transit line and next to buses.
954832,5707308,2013-07-13T00:00:00.000Z,"It was our first time in Stockholm and the first time with airbnb. Mikael was a very friendly host, made us feel very welcome, answered all our questions and was helpful in any way! Despite a late arrival due to a canceled flight, Mikael was easily reachable - everything was very uncomplicated. The appartment is located in a nice and central area and there is very easy access to public transport. We primarily used buses, which get you quickly to interesting places - a nice way to get to know the city. We had a lovely time in Stockholm, especially thanks to Mikael and his trustworthy and uncomplicated hospitality.
 July 2013"
1212891,41254877,2015-08-05T00:00:00.000Z,"Maud is one of the most conscientious and thoughtful hosts that we have ever stayed with. You don't even realize how small her apt is because she takes care of every single detail. Our room was spotless and she keeps the entire apartment clean even though she has two (gorgeous) cats and another guest when we were there. She marks down everything clearly in her apt for her guests so that it is clear what is ok for them to use - I really appreciated that. It was very easy to get to the city center, and I would highly recommend Maud's place to anyone as it is excellent value for money. Also her cats are hypo-allergenic so don't worry even if you have cat allergies :)"
274876,4783236,2013-05-26T00:00:00.000Z,"We couldn't have enjoyed staying at Emma's lovely pad more. It's a great space to hang out in and relax, spotlessly clean, comfortable and with all mod cons. It's a great location, 10 mins walk to downtown Sodermalm but also quiet enough that you get peace and quiet. Emma herself was so helpful and welcoming, being really flexible about arrival times and giving us hints and tips before she departed to make our stay a great one. Stockholm is a beautiful and friendly city, with loads to do; we could have stayed longer than our 4 days. All in all a great experience - as a first time Air BnBer, I'll do it again, and would wholeheartedly recommend Emma's lovely flat for a stay in Stockholm."
1204621,13514271,2014-05-29T00:00:00.000Z,"The stay at Nettan's place was a real treat. Nettan is really kind and helpful, and the apartment is tidy, stylish and luminous. Magical cooking stove.

The location is a wonder for the eyes in the bright morning sun, with its view of the haven in early golden shimmer.

Strongly recommended!"
700113,21349411,2014-10-15T00:00:00.000Z,The reservation was canceled the day before arrival. This is an automated posting.
