listing_id,review_id,date,comments
1149820,90982762,2016-08-03T00:00:00.000Z,Klara was great
1182616,169382475,2017-07-12T00:00:00.000Z,Great location and a very nice and helpful host! It was a pleasure to stay at Peter's!
1244657,115895767,2016-11-27T00:00:00.000Z,"He pasado una semana maravillosa en casa de Usha y Nic. El ambiente en el hogar es muy tranquilo, encantador. Ambos me han ayudado en lo que he necesitado desde el primer momento, me han hecho sentir como en casa. El apartamento está situado en una zona estupenda, muy céntrica, está muy bien comunicado, tanto si necesitas transporte público como si quieres desplazarte paseando. Tendré un recuerdo precioso de mis días en Estocolmo con Nic y Usha. Os recomiendo esta casa :)"
608672,315267128,2018-08-28T00:00:00.000Z,Wonderful central location. Clean studio with many amenities. Quiet and safe area yet just a few blocks away from all the fun. Really enjoyed our stay and would recommend.
915013,454460962,2019-05-18T00:00:00.000Z,"The aprtament is big and clean, full of stuff if you want to cook but also if want to live the house. Big bathroom with an amazing shower.The kitchen is big and modern. And Alexander is a very nice guy always ready to answer if you need something."
299154,67697695,2016-03-30T00:00:00.000Z,"Daniel was very communicative and friendly. It was easy to get to the apartment, and getting the keys was very smooth. The balcony was a nice place to kill some time, and the WiFi is indeed quite fast. The kitchen and bathroom were both uncomfortably dingy, but perhaps there wasn't enough time to take care after the previous guests."
1248490,26251768,2015-02-08T00:00:00.000Z,"We had a lovely weekend at Maria's apartment. Maria' is very flexible and the flat was perfect for us (we were 6 friends). Great location, there are nice restaurants and shops nearby. Maria's apartment is very beautiful and it has everything you need. I can warmly recommend this to everyone!"
1204621,36721013,2015-06-30T00:00:00.000Z,The room is very nice and cosy. I felt at home and slept well. Overall I had a nice experience.
944703,18966868,2014-09-03T00:00:00.000Z,L appart est tres bien entretenu. Nous avons dormi a 3 sans probleme. Christina est tres accueillante sans etre envahissante. Il n y a pas grand chose dans le quartier mais le metro est a 50 metres donc tres facile de se deplacer dans la ville.
1204621,196877922,2017-09-24T00:00:00.000Z,Mycket trevligt! Rent fräscht och perfekt utrustat rum. Skön säng och fin utsikt. Behaglig upplevelse rakt igenom. Nettan är mycket tillmötesgående.
1128990,5920946,2013-07-22T00:00:00.000Z,Fantastic location and great host. Loved the neighbourhood. Thanks Anette!
299154,330043229,2018-09-30T00:00:00.000Z,"Trevlig och enkel lägenhet på bästa läget i stan. Närhet till tunnelbana och gångavstånd till restauranger, caféer och shopping. Mycket smidig incheckning och väldigt bra kommunikation med värd."
581243,2584423,2012-10-11T00:00:00.000Z,"Edwin is a really nice person, the room and the toilet are very clean the location is very comfortable and well connected."
647314,4561186,2013-05-13T00:00:00.000Z,"Very nice  and clean B&B ( without breakfast !) in a quiet street. Located perfectly nearby trendy shops, cafes, metro en city-bikes.
We loved to stay here !"
