listing_id,review_id,date,comments
763407,52397887,2015-10-29T00:00:00.000Z,"Gabriella's home is beautiful, cosy and welcoming. We thoroughly enjoyed being there and it only served to make a fantastic four days in Stockholm even better. It is extremely clean and very peaceful as well as being perfectly located. Gabriella was always available for advice or to answer questions, was there to welcome us and even provided breakfast. This was my first Air BnB experience and comes is highly recommended for any Stockholm visit."
1248490,6372199,2013-08-10T00:00:00.000Z,"Staying at Maria's place was a pleasure. The apartment is very well located, bright and had everything we needed.
Maria is so friendly and obliging, and helped us a lot. 
I would definitely stay here, if I am going back to Stockholm."
875505,96622561,2016-08-23T00:00:00.000Z,The host canceled this reservation 9 days before arrival. This is an automated posting.
1303522,98270642,2016-08-30T00:00:00.000Z,"Camilla was a great host and we really enjoyed staying in her apartment while we explored Stockholm for a weekend.  She was nicely communicative, gave us some tips, and we appreciated that she picked us up from the subway to lead us to her place and handover the keys. The subway provides a good connection to the city center, and the local neighbor has several shops, some good restaurants and coffee shops, and a few nice places to watch the sunset. The bus to Arlanda airport (Flygbussarna) can be picked up a few minutes walk away from the apartment.  The apartment itself was great; the kitchen is well equipped, the wifi worked without an issue. She made us feel very welcome in Stockholm!"
916806,6506814,2013-08-15T00:00:00.000Z,Nous avons passé un agréable séjour à Stockholm dans le magnifique appartement de Mansour. Les hôtes sont adorables et prévenants. Il faut compter environ 20 mn pour rejoindre le centre-ville mais le quartier est agréable.
1212891,124622623,2017-01-02T00:00:00.000Z,It was a great experience with Maud!
1182616,84786353,2016-07-09T00:00:00.000Z,"The location was good.
We couldn't meet Peter. But his respond
was quick.
구로치만 방이 먼쥐가 마나서 지져분해소 츄우천은 안하려어는 마음임."
1170027,13783547,2014-06-04T00:00:00.000Z,Welcoming hosts!
688947,100855962,2016-09-11T00:00:00.000Z,"Ubytovanie u Alexandra bolo veľmi príjemne. Trávili sme tam síce čas len keď sme potrebovali spať. Alexander bol veľmi milý, nechal nám naše súkromie a byt je situovaný v dobre lokalite nie moc ďaleko dlho od centra. Odporúčam."
1271843,322205413,2018-09-12T00:00:00.000Z,"I couldn’t have asked for anything more. Andre is the sweetest person, very accommodating, caring and hospitable. His place is clean & set up almost like a hotel room, so guests can use the space very comfortably. Perfect location. Highly recommended!"
755843,116134305,2016-11-28T00:00:00.000Z,Appartement spacieux et calme. Merci à Pär pour l'organisation de notre arrivée et pour la petite bouteille qu'il nous a laissée. Vrai esprit originel Airbnb. A recommander
347192,26418146,2015-02-12T00:00:00.000Z,"We didn't get to meet Matilda, but communication with her was easy (via SMS, Airbnb) nevertheless.  The apartment was as described, and made for an excellent base for our trip, being well located for Sodermalm (our favourite part of Stockholm), and also close to Gamla Stan.  The neighbourhood was full of places to eat, go for coffee, and had amenities like a large well-stocked ICA supermarket and Systembolaget very nearby. The apartment block felt safe, secure, and very quiet.

The apartment was spacious, comfortable and well-enough equipped for 2.  Being frequent tea drinkers, not being able to locate a kettle caused a minor headache, although we were able to heat water on the stove.  The only other minor gripe was a loose curtain rail in the bedroom.  Overall, however, I would highly recommend the apartment, and we were delighted with our choice to stay here."
1048668,462708482,2019-06-02T00:00:00.000Z,"Melissa’s flat is cosy and confortable. And it is true: the view from the balcony is wonderful! Melissa is a kind and helpful host, and she even bought some food for welcoming us :-)"
1048260,291571476,2018-07-16T00:00:00.000Z,We had a great stay and the apartment was perfect!
854975,12459239,2014-05-03T00:00:00.000Z,"Very nice host and appartment, quiet neighborhood and very close to everything in the city at the same time.
Very comfortable to rest after a day of visit. Clean and practical.
Don't have a lots of more comments to do, I would simply recommend it !"
647314,131029940,2017-02-10T00:00:00.000Z,"超级美妙的房间｡mallika应该是艺术系毕业的学生,房间布置的风格很ins,Mallika本人很nice,房间位置很棒,去哪里都可以步行~ 性价比超高,和同区域的酒店相比｡大咪小咪so sweet,离开之后还会想起她俩｡总之非常完美的体验~"
776012,87917247,2016-07-22T00:00:00.000Z,We really enjoyed our stay and exploring the area on foot.  Majkens suggestions of places to eat were great.
1204621,65148448,2016-03-11T00:00:00.000Z,"A cosy and comfortable room in a beautiful flat with a view across the harbour. Nettan was very kind, helpful and friendly -- making my brief stay in Stockholm very relaxed and enjoyable."
763407,21213498,2014-10-13T00:00:00.000Z,"Gabriella was already welcoming us via txt msg after we landed in Stockholm. The handover of the keys and instructions to the flat was very uncomplicated. Also she gave us all the directions to the bus and tube station which are both around the corner. 
The flat is very cosy and good situated. Shopping areas and harbour are easily to reach by bus or tube within a few minutes. Also very convenient to get to the Friends Stadium in Solna (direct bus)"
278311,5646142,2013-07-09T00:00:00.000Z,"A peacefull and harmonic place near nature  in Stockholm. That's what I experienced at Linnéa her place!
She is  social, love caring, helpfull and funny, I've got to know Linnéa in her being as she is, a beautifull  soul.
She's very openminded and easy going. Also met some of her closest friends and participated her groove class, it was wonderfull.
Linnéa is a great host!"
302496,9275324,2013-12-17T00:00:00.000Z,The house is perfectly located and is absolutely gorgeous and very spacious. The 2 main bedrooms are beautiful and extremely comfortable. The 2 extended bedrooms are good but not as good ad the main 2 ones. The hosts are very friendly.
1156474,227038205,2018-01-13T00:00:00.000Z,The host canceled this reservation 209 days before arrival. This is an automated posting.
1170766,19207276,2014-09-08T00:00:00.000Z,"Mine forældre lånte Annikas bolig og satte stor pris på både lejligheden, som de har beskrevet som vældig rar, lys og med massere af plads. Beliggenheden var ideel og Annika var meget imødekommende og venlig."
274876,20852992,2014-10-06T00:00:00.000Z,"Perfekt läge, fin lägenhet! 
Rekommenderas varmt!"
